# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-B" "-a" "/home/mimansa/RNA_PROJECT/whole_genome/Saccharomyces_cerevisiae.R64-1-1.115.gtf" "-o" "/home/mimansa/RNA_PROJECT/results/counts_pPB.txt" "/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam" "/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/mimansa/RNA_PROJECT/alignments/SRR30570749.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570750.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570751.sorted.bam	/home/mimansa/RNA_PROJECT/alignments/SRR30570752.sorted.bam
YDR267C	IV	1002510	1003502	-	993	667	794	664	749
YDR142C	IV	740473	741600	-	1128	852	670	776	697
YDL212W	IV	78426	79058	+	633	3979	2917	3967	3332
YDR249C	IV	958681	959802	-	1122	360	442	338	319
YDL209C	IV	86207	87226	-	1020	234	353	204	242
YDR044W	IV	546642	547628	+	987	2172	1408	1915	1765
tK(UUU)D	IV;IV	359577;359637	359613;359672	+;+	73	0	2	6	1
YDR311W	IV	1085065	1086993	+	1929	862	1095	692	965
YDL159C-B	IV	173056	173232	-	177	0	0	0	0
YDR222W	IV	910054	911301	+	1248	421	454	388	489
YDR510C-A	IV	1469695	1469811	-	117	58	48	23	22
YDR401W	IV	1272223	1272786	+	564	0	0	0	0
YDR207C	IV	865012	867522	-	2511	464	516	394	464
YDL005C	IV	441014	442309	-	1296	678	781	497	638
YDR295C	IV	1052623	1054647	-	2025	627	834	517	821
YDR543C	IV	1524634	1524933	-	300	0	0	0	0
YDL208W	IV	87512	87982	+	471	3769	3624	3574	3286
YDR135C	IV	723004	727551	-	4548	6927	8253	7076	8546
YDL114W	IV	255604	256530	+	927	5	24	5	4
YDR247W	IV	956013	957398	+	1386	1109	758	906	856
YDL197C	IV	104917	106494	-	1578	858	626	664	791
YDR229W	IV	924785	926146	+	1362	652	861	585	710
YDR095C	IV	636117	636527	-	411	33	26	12	30
YDR027C	IV	494649	497318	-	2670	883	1244	900	1178
YDL106C	IV	270222	271901	-	1680	832	800	624	701
YDR404C	IV	1276654	1277169	-	516	1713	1445	1428	1384
YDR256C	IV	968133	969680	-	1548	707	583	508	462
YDR518W	IV	1478608	1480161	+	1554	1252	1157	1179	1081
YDR055W	IV	563527	564861	+	1335	3708	3695	2807	2479
YDL087C	IV	300214	300999	-	786	316	285	242	216
YDR177W	IV	816878	817525	+	648	2233	2000	1612	1893
YDL014W	IV	427364	428347	+	984	4661	4240	5490	4129
YDR289C	IV	1038280	1039509	-	1230	279	459	201	336
YDL159W	IV	172481	174028	+	1548	624	519	565	539
YDR532C	IV	1499396	1500553	-	1158	154	343	94	169
YDR137W	IV	728259	730250	+	1992	772	1244	642	1021
YDL153C	IV	181186	183018	-	1833	384	1019	395	458
YDR393W	IV	1259901	1261271	+	1371	1059	979	672	896
YDR506C	IV	1459728	1461554	-	1827	529	478	508	491
YDL219W	IV;IV	65242;65378	65306;65765	+;+	453	546	599	574	628
YDL090C	IV	295034	296329	-	1296	979	786	861	760
YDR033W	IV	508147	509109	+	963	12181	10305	11904	12391
YDR035W	IV	521816	522928	+	1113	5078	4424	4740	4579
YDR332W	IV	1131001	1133070	+	2070	522	659	541	733
YDR510W	IV	1469400	1469705	+	306	1999	1738	1284	1323
YDL055C	IV	355674	356759	-	1086	34260	30223	36813	35114
YDR480W	IV	1417399	1418370	+	972	426	305	323	307
YDL103C	IV	275148	276581	-	1434	2068	1982	1963	2191
YDL085C-A	IV	302464	302670	-	207	452	378	307	282
YDR350C	IV	1176120	1178174	-	2055	1004	942	884	1073
YDR342C	IV	1154216	1155928	-	1713	30192	19454	21053	19370
YDR087C	IV	617470	618306	-	837	1082	1374	1161	1116
YDL236W	IV	32296	33234	+	939	2902	2390	2805	2604
YDR012W	IV	471853	472941	+	1089	16256	9649	14589	12597
YDL121C	IV	245133	245582	-	450	1071	1093	953	1141
YDR525W-A	IV	1490596	1490835	+	240	1597	1043	1002	1022
tG(GCC)D2	IV	992832	992902	+	71	92	73	70	50
YDL190C	IV	118707	121592	-	2886	2352	2862	2305	2714
YDL047W	IV	369771	370706	+	936	2128	1955	1955	1965
YDR099W	IV	653607	654428	+	822	8403	7784	5646	7215
YDR092W	IV;IV	629876;630174	629905;630605	+;+	462	1201	738	739	720
YDR164C	IV	782041	784215	-	2175	1289	1355	1144	1365
YDR058C	IV	567723	568703	-	981	519	410	486	455
YDL020C	IV	415113	416708	-	1596	1837	1588	1471	1805
YDL025C	IV	405344	407206	-	1863	937	671	727	923
YDR374C	IV	1223474	1224394	-	921	9	10	10	14
YDL207W	IV	88248	89864	+	1617	580	784	461	595
YDR270W	IV	1005675	1008689	+	3015	983	802	918	967
YDR152W	IV	765706	766503	+	798	1233	1413	1181	1218
YDL148C	IV	188154	190586	-	2433	978	2662	1104	1401
tI(UAU)D	IV;IV	884361;884458	884397;884493	+;+	73	2	0	8	1
YDR379C-A	IV	1233278	1233517	-	240	248	238	110	213
YDR218C	IV	903781	905052	-	1272	18	14	0	0
YDL018C	IV	422833	423510	-	678	998	827	727	732
YDR507C	IV	1462358	1465786	-	3429	2486	4456	2120	3109
YDL003W	IV	444683	446383	+	1701	1204	1654	893	1309
YDR524C-B	IV	1489598	1489798	-	201	35610	28417	22049	21510
YDR371W	IV	1219413	1220948	+	1536	415	658	375	678
YDR359C	IV	1191936	1194884	-	2949	944	1003	707	916
YDL180W	IV	135896	137539	+	1644	1243	976	946	1148
YDL133W	IV	222427	223740	+	1314	654	865	661	855
YDR335W	IV	1141168	1144842	+	3675	3021	3697	2947	3819
YDR351W	IV	1178666	1181260	+	2595	1423	2045	1486	1787
YDL150W	IV	183343	184611	+	1269	534	489	391	433
YDL177C	IV	141209	141721	-	513	250	226	109	190
YDR171W	IV	806621	807748	+	1128	1081	337	622	757
YDR364C	IV	1202843	1204210	-	1368	460	664	512	617
YDR309C	IV	1079048	1080199	-	1152	1840	1644	1468	1423
YDL239C	IV	26403	28775	-	2373	191	383	203	342
YDL228C	IV	45277	45918	-	642	6	4	4	6
YDL156W	IV	174918	176486	+	1569	805	785	656	724
YDL016C	IV	425570	425872	-	303	527	333	316	338
tX(XXX)D	IV	1150842	1150941	-	100	0	1	0	0
YDR524W-C	IV	1489403	1489492	+	90	13476	9391	9762	9311
YDL085W	IV	303211	304848	+	1638	224	166	160	143
YDR300C	IV	1061505	1062791	-	1287	2576	2110	2616	2518
YDL168W	IV	159604	160764	+	1161	1802	1677	1770	1796
YDR360W	IV	1194598	1195032	+	435	95	64	35	42
YDR195W	IV	848599	850200	+	1602	513	521	554	503
YDR321W	IV	1108702	1109847	+	1146	4766	3298	4861	3844
YDR237W	IV	936615	937493	+	879	2773	2066	2194	2033
YDL127W	IV	234927	235853	+	927	563	504	487	401
YDR107C	IV	669016	671034	-	2019	1425	1247	1307	1313
YDR472W	IV	1403322	1404173	+	852	918	720	665	610
YDL030W	IV	397537	399129	+	1593	397	461	423	500
YDR468C	IV	1398026	1398700	-	675	628	674	490	657
YDL084W	IV	305237	306577	+	1341	16059	14872	16122	17443
YDL203C	IV	96082	97953	-	1872	1306	1169	1130	1147
YDL025W-A	IV	405410	405514	+	105	0	0	0	0
YDR285W	IV	1032436	1035063	+	2628	181	281	115	126
YDL229W	IV	44065	45906	+	1842	48393	31777	46826	40505
YDR329C	IV	1126270	1127595	-	1326	1148	951	901	1012
YDR034C	IV	509737	512109	-	2373	1274	1523	1067	1167
YDR009W	IV	463434	464996	+	1563	965	660	721	775
tS(AGA)D2	IV	980974	981055	-	82	2	6	4	2
YDR488C	IV	1429188	1430789	-	1602	533	465	521	420
YDR103W	IV	658350	661103	+	2754	1338	1255	1153	1254
YDR336W	IV	1145092	1146036	+	945	462	434	379	436
YDL101C	IV	280307	281848	-	1542	677	714	571	665
YDR162C	IV	780390	781100	-	711	383	512	236	333
YDR312W	IV	1087581	1088942	+	1362	790	1263	884	934
YDL061C	IV	340628	340798	-	171	6667	4485	4561	4328
YDL040C	IV	378874	381438	-	2565	6200	5883	6578	6308
YDR145W	IV	746738	748357	+	1620	880	1250	734	901
YDR124W	IV	700315	701289	+	975	362	331	263	286
YDL231C	IV	38867	42244	-	3378	1638	1708	1844	1604
YDR190C	IV	840604	841995	-	1392	2942	3389	2876	3125
YDL064W	IV;IV	337487;337635	337524;338070	+;+	474	1942	1661	1120	1303
YDR463W	IV	1386816	1388375	+	1560	861	791	895	866
YDR491C	IV	1434500	1434991	-	492	50	50	34	26
YDR449C	IV	1357580	1358902	-	1323	667	1542	715	843
YDL035C	IV	389172	392057	-	2886	1107	1715	1014	1250
YDR074W	IV	593893	596583	+	2691	7839	3632	5225	6765
YDR525W	IV	1489905	1490234	+	330	9	4	15	6
YDR257C	IV	969990	971474	-	1485	745	1208	861	1046
YDR402C	IV	1272234	1273703	-	1470	29	35	33	42
YDR450W	IV;IV	1359923;1360405	1359969;1360798	+;+	441	24517	19005	20179	19523
YDR376W	IV	1226822	1228303	+	1482	1746	1410	1550	1479
YDR161W	IV	779043	780206	+	1164	1556	1607	1729	1417
YDR090C	IV	625066	625998	-	933	906	770	727	676
YDR189W	IV	838392	840392	+	2001	2076	2181	1711	1964
YDR524C	IV	1487542	1488990	-	1449	1134	1227	1027	1191
YDL237W	IV	30657	31829	+	1173	2702	2293	2412	2278
YDR188W	IV	836421	838061	+	1641	3726	3629	4521	4002
YDL133C-A	IV	221724	221801	-	78	3035	2639	3930	3521
YDR531W	IV	1498232	1499335	+	1104	1882	1407	1458	1436
tG(GCC)D1	IV	83548	83618	+	71	0	0	0	0
YDR226W	IV	916486	917154	+	669	17761	13018	15446	14257
YDL054C	IV	359825	361285	-	1461	1195	904	830	709
YDL205C	IV	92762	93745	-	984	2030	2694	1820	2273
YDR537C	IV	1510856	1511461	-	606	24	18	21	19
YDR496C	IV	1441433	1443403	-	1971	2158	4017	2514	2649
YDR313C	IV	1089219	1090079	-	861	824	741	860	771
YDL108W	IV;IV	267698;267807	267725;268699	+;+	921	693	576	432	518
tV(CAC)D	IV	1075472	1075544	-	73	5	0	0	2
YDR340W	IV	1150881	1151183	+	303	25	7	9	1
YDL147W	IV	190924	192261	+	1338	2330	3575	1610	2490
YDL081C	IV	309802	310122	-	321	25837	18299	18518	17772
YDR283C	IV	1025070	1030049	-	4980	1852	3199	1702	2415
YDR261C	IV	977521	979209	-	1689	1628	1485	1603	1495
YDL211C	IV	79294	80412	-	1119	195	277	173	148
YDL074C	IV	324047	326149	-	2103	1417	2499	1163	1480
YDL091C	IV	293392	294759	-	1368	547	495	392	575
YDR346C	IV	1167214	1168659	-	1446	4549	5070	5269	5046
YDR072C	IV	589761	591344	-	1584	2863	2395	2239	2127
YDR242W	IV	946807	948456	+	1650	667	628	558	670
YDR323C	IV	1112480	1114027	-	1548	286	320	263	304
YDR486C	IV	1427431	1428120	-	690	691	690	506	497
YDR420W	IV	1306267	1311675	+	5409	2252	2570	2404	2092
YDL122W	IV	242552	244981	+	2430	2299	3597	2220	2746
YDR390C	IV	1254937	1256847	-	1911	1215	1598	1107	1178
YDR481C	IV	1418550	1420250	-	1701	2883	1600	2227	2276
YDR318W	IV;IV	1103758;1103893	1103809;1104947	+;+	1107	389	669	450	545
YDL105W	IV	272389	273597	+	1209	512	465	398	395
YDL141W	IV	203039	205111	+	2073	2993	2314	2634	2475
YDR400W	IV	1271063	1272085	+	1023	1046	1025	904	1038
YDR522C	IV	1483795	1485303	-	1509	137	87	68	84
YDL173W	IV	148191	149078	+	888	645	562	564	619
YDR279W	IV	1019368	1020420	+	1053	651	762	546	711
YDR281C	IV	1022007	1022321	-	315	660	150	353	280
YDR213W	IV	889751	892492	+	2742	724	908	800	801
YDR179W-A	IV	819433	820824	+	1392	377	448	382	468
YDR330W	IV	1127872	1129374	+	1503	1032	806	740	787
YDR106W	IV	667004	667858	+	855	100	47	67	62
YDL178W	IV	139522	141114	+	1593	2959	2691	2449	2765
YDR484W	IV	1422763	1424688	+	1926	598	619	403	650
YDR308C	IV	1078027	1078449	-	423	457	482	289	377
YDL192W	IV	116321	116866	+	546	10138	7934	10656	9638
YDL202W	IV	98475	99224	+	750	1104	1195	928	1055
YDR146C	IV	748613	750742	-	2130	1368	1508	991	1339
YDR241W	IV	945151	945438	+	288	189	168	84	103
YDL158C	IV	173866	174174	-	309	283	185	167	186
YDL185W	IV	126787	130002	+	3216	45632	40901	49127	47715
YDR251W	IV	960614	963106	+	2493	3067	2766	2295	3173
tL(UAA)D	IV	519743	519826	+	84	0	0	3	2
YDR192C	IV	843569	844861	-	1293	589	449	302	415
YDR368W	IV	1213904	1214842	+	939	1600	1477	1522	1530
YDR494W	IV	1436930	1438015	+	1086	798	1250	706	989
YDR399W	IV	1270068	1270733	+	666	2322	3070	2422	1768
YDR070C	IV	588098	588379	-	282	56	19	12	20
YDR138W	IV	730578	732836	+	2259	825	1038	683	896
YDR031W	IV	503498	503863	+	366	910	494	695	628
YDR255C	IV	966557	967822	-	1266	722	602	544	757
YDL060W	IV	341619	343985	+	2367	2395	3257	2809	2347
YDR048C	IV	553084	553398	-	315	6	5	1	0
YDR067C	IV	582791	583465	-	675	498	502	371	449
YDR126W	IV	703234	704244	+	1011	349	296	240	212
YDR315C	IV	1092741	1093586	-	846	201	224	133	244
YDL126C	IV	236157	238664	-	2508	28185	24444	25262	24113
YDR262W	IV	993134	993952	+	819	1907	1641	1634	1571
tQ(UUG)D3	IV	802731	802802	-	72	3	2	4	0
YDR345C	IV	1162957	1164660	-	1704	581	727	78	98
YDR079W	IV	603064	603399	+	336	1081	844	633	610
YDR433W	IV	1329600	1330040	+	441	195	86	150	118
YDL144C	IV	198662	199732	-	1071	1902	1430	1560	1514
YDR306C	IV	1073735	1075171	-	1437	977	777	817	907
YDR292C	IV	1043146	1045011	-	1866	1855	2556	1758	2092
YDL009C	IV	432925	433248	-	324	97	53	63	69
YDR290W	IV	1039370	1039699	+	330	0	0	0	0
YDR282C	IV	1023511	1024755	-	1245	298	426	198	384
YDR170C	IV	796193	802222	-	6030	9484	13004	9876	11806
YDR174W	IV	812110	812850	+	741	5146	3924	4227	3964
YDL218W	IV	66493	67446	+	954	131	122	149	130
YDL062W	IV	339857	340282	+	426	1	0	2	1
YDL048C	IV	366739	368211	-	1473	740	666	567	373
YDR500C	IV;IV	1450198;1450847	1450457;1450853	-;-	267	13583	9904	9652	9017
YDR112W	IV	679544	679852	+	309	109	89	51	53
YDR538W	IV	1510902	1511630	+	729	92	46	66	66
YDL011C	IV	432308	432631	-	324	0	1	0	0
YDR355C	IV	1186067	1186369	-	303	0	3	0	0
YDR301W	IV	1063352	1067425	+	4074	2148	2789	2088	2530
YDR412W	IV	1294693	1295400	+	708	17	33	13	5
YDR530C	IV	1496791	1497768	-	978	1772	1047	1294	1237
YDR227W	IV	917571	921647	+	4077	881	1900	840	1032
YDR041W	IV	539803	540414	+	612	1904	1534	1306	1414
YDR015C	IV	477960	478199	-	240	0	0	0	0
YDL008W	IV	433497	433994	+	498	512	512	411	444
YDR234W	IV	931129	933210	+	2082	4062	3228	4017	3323
YDR511W	IV	1470017	1470418	+	402	898	613	518	490
YDR519W	IV	1480425	1480832	+	408	1195	896	911	870
YDL086C-A	IV	301655	302089	-	435	0	0	0	0
YDR250C	IV	960086	960361	-	276	126	111	56	74
YDR465C	IV	1393336	1394574	-	1239	1702	1547	1954	1236
YDL001W	IV	447984	449276	+	1293	562	522	494	473
YDR454C	IV	1366264	1366827	-	564	5810	4605	5329	4532
YDR013W	IV	473157	473783	+	627	479	386	341	383
YDR076W	IV	598468	599688	+	1221	404	427	412	408
YDL095W	IV	287059	289512	+	2454	8541	7427	8420	7786
YDL007C-A	IV	436567	436824	-	258	0	0	0	0
YDL130W	IV;IV	229906;230321	230019;230527	+;+	321	17588	10648	13402	12913
YDR100W	IV	655013	655444	+	432	1691	1256	919	1097
YDR479C	IV	1415210	1416874	-	1665	1551	995	1142	1158
tS(AGA)D1	IV	437772	437853	+	82	0	0	0	0
YDL117W	IV	248581	251238	+	2658	1283	1882	1378	1512
YDR140W	IV	734138	734803	+	666	698	697	529	509
YDR381W	IV;IV	1236558;1237609	1236842;1238004	+;+	681	8712	7160	7093	7589
tQ(UUG)D2	IV	645153	645224	-	72	0	0	0	0
YDR327W	IV	1125302	1125628	+	327	260	191	192	155
YDR062W	IV	576474	578159	+	1686	4243	4297	4089	4811
YDR143C	IV	742042	743874	-	1833	1756	1571	1385	1233
YDL172C	IV	148607	149086	-	480	0	0	0	0
YDL053C	IV	361699	362256	-	558	1690	1693	1363	1622
YDR223W	IV	912099	913502	+	1404	290	182	197	259
YDL037C	IV	384601	385587	-	987	81	101	106	85
YDL167C	IV	160995	163154	-	2160	1531	2565	1601	1812
YDR246W-A	IV	955133	955333	+	201	31	14	27	18
YDR371C-A	IV	1219509	1219613	-	105	0	0	0	0
YDR517W	IV	1477239	1478357	+	1119	3165	2169	2693	2625
YDL226C	IV	51115	52173	-	1059	2499	2053	2213	2262
YDR467C	IV	1397583	1397909	-	327	24	41	12	20
YDL134C	IV	219662	220771	-	1110	2350	1924	2108	2308
YDR117C	IV	683946	685643	-	1698	1316	1356	1245	1561
YDR314C	IV	1090433	1092511	-	2079	479	906	538	753
YDR440W	IV	1342493	1344241	+	1749	703	961	680	746
YDR303C	IV	1068729	1071386	-	2658	1974	2305	1614	2083
YDL078C	IV	315357	316388	-	1032	7096	5188	5847	5759
YDL238C	IV	28985	30454	-	1470	629	394	443	406
YDR529C	IV	1496165	1496548	-	384	10755	7797	6438	7192
YDR437W	IV	1337352	1337774	+	423	161	115	147	112
snR47	IV	541602	541700	-	99	55	66	70	35
YDL196W	IV	106741	107070	+	330	49	38	34	36
YDR452W	IV	1362878	1364902	+	2025	2898	3428	2442	3233
YDR445C	IV	1352182	1352589	-	408	0	0	0	0
YDR347W	IV	1169178	1170143	+	966	2552	1990	2457	2153
tQ(UUG)D1	IV	520972	521043	+	72	0	0	0	4
YDR490C	IV	1431968	1434268	-	2301	1633	1162	1295	1379
YDR516C	IV	1474974	1476476	-	1503	11046	5181	7080	8204
YDR509W	IV	1468226	1468573	+	348	1	0	0	0
YDL193W	IV	114672	115799	+	1128	1388	1186	1240	1205
YDL137W	IV	216529	217074	+	546	6184	6557	5439	6005
YDL118W	IV	247302	247682	+	381	5	6	8	6
YDR235W	IV	933504	935138	+	1635	589	994	501	855
YDR233C	IV	929470	930357	-	888	5737	4573	4354	3728
YDR388W	IV	1250186	1251634	+	1449	5317	4199	4449	4706
YDR209C	IV	871036	871449	-	414	269	243	272	270
YDR049W	IV	553254	555152	+	1899	485	841	446	617
YDL194W	IV	111580	114234	+	2655	1907	1760	1973	1959
YDR021W	IV	486804	488003	+	1200	293	822	305	343
YDR353W	IV	1183299	1184258	+	960	8917	5875	6912	6388
YDR051C	IV	557056	558060	-	1005	715	955	549	778
YDR288W	IV	1037195	1038106	+	912	291	491	325	417
YDR141C	IV	734901	739997	-	5097	3238	4206	3155	4067
YDR194C	IV	845952	847946	-	1995	4592	5967	4754	5730
YDR424C	IV;IV;IV	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	736	803	561	590
YDR054C	IV	561440	562327	-	888	1446	1751	1355	1519
YDR122W	IV	694700	697894	+	3195	3543	2748	2668	3221
YDR184C	IV	830629	831513	-	885	534	765	447	408
YDR183C-A	IV	830397	830654	-	258	38	49	15	18
YDL240W	IV	22823	25876	+	3054	1563	2353	1570	1848
YDR056C	IV	565023	565640	-	618	1511	1694	1180	1381
YDR541C	IV	1519664	1520698	-	1035	510	393	354	357
YDL042C	IV	376757	378445	-	1689	872	736	584	567
YDR185C	IV	831934	832473	-	540	274	276	271	185
YDR328C	IV	1125434	1126018	-	585	1882	1466	1313	1301
YDR280W	IV	1020747	1021664	+	918	427	465	460	429
tV(UAC)D	IV	488797	488870	-	74	16	9	12	8
YDR098C	IV	644178	644930	-	753	1923	1888	1675	1503
YDR005C	IV;IV	456836;458098	458017;458103	-;-	1188	1306	941	852	991
YDR423C	IV	1318046	1319275	-	1230	1200	771	828	855
YDR017C	IV	479115	482267	-	3153	1819	2628	1636	1913
YDR419W	IV	1303174	1305072	+	1899	557	624	458	618
YDR444W	IV	1350290	1352353	+	2064	1397	1182	1313	1036
YDR341C	IV	1151803	1153626	-	1824	10257	8699	9856	10086
YDR154C	IV	768403	768753	-	351	75	42	62	59
YDR464W	IV	1388872	1393179	+	4308	1063	2035	981	1286
YDR132C	IV	718816	720303	-	1488	686	622	491	586
YDL210W	IV	84270	85985	+	1716	143	126	100	132
YDR395W	IV	1263324	1266158	+	2835	5420	6234	5994	5976
YDL222C	IV	60872	61801	-	930	149	105	159	137
YDR372C	IV	1221112	1222149	-	1038	2122	2261	1852	2310
YDR325W	IV	1117126	1120233	+	3108	1159	2006	1145	1726
YDR216W	IV	895035	899006	+	3972	10892	11157	9852	11645
YDR082W	IV	610441	611925	+	1485	363	537	349	432
YDL224C	IV	54397	56346	-	1950	2420	1748	1959	2010
YDR498C	IV	1445843	1446994	-	1152	1035	847	873	820
YDR010C	IV	465051	465383	-	333	89	47	79	70
YDR006C	IV	458542	461247	-	2706	2688	2718	2066	2235
YDR182W	IV	827582	829057	+	1476	2283	1863	1698	1875
YDL102W	IV	276872	280165	+	3294	2103	2290	2197	2176
YDL179W	IV	138291	139205	+	915	740	814	497	719
YDL067C	IV	334217	334396	-	180	5629	4138	3040	3717
YDR030C	IV	501753	503273	-	1521	271	469	208	280
YDR020C	IV	485746	486444	-	699	262	359	195	225
YDR527W	IV	1491094	1492413	+	1320	542	918	586	579
YDR333C	IV	1133260	1135431	-	2172	1732	1741	1579	1978
YDL093W	IV	289909	292140	+	2232	1068	975	1042	1146
YDL043C	IV	375680	376480	-	801	380	493	322	428
YDR139C	IV;IV	733618;733776	733702;733924	-;-	234	825	776	583	629
YDR322C-A	IV	1112003	1112293	-	291	4985	4001	3658	3811
YDL130W-A	IV	229171	229431	+	261	1835	1391	697	1134
YDR210W	IV	871074	871301	+	228	0	0	0	0
YDR260C	IV	976717	977229	-	513	405	312	240	241
YDL017W	IV	424209	425732	+	1524	373	371	350	341
YDR073W	IV	592439	592948	+	510	788	602	518	654
YDL069C	IV	333121	333810	-	690	173	217	145	198
YDR455C	IV	1367373	1367681	-	309	9	10	6	8
YDR461W	IV	1385176	1385286	+	111	4476	3096	2154	1756
YDR435C	IV	1332983	1333969	-	987	1001	852	799	765
YDL063C	IV	338272	340134	-	1863	1095	1805	1139	1254
YDR121W	IV	693585	694175	+	591	646	544	514	505
YDR178W	IV	817950	818495	+	546	13054	8830	8990	8750
YDL013W	IV	429067	430926	+	1860	657	689	654	578
YDR534C	IV	1503314	1504900	-	1587	140	91	95	147
YDR392W	IV	1258696	1259709	+	1014	508	619	414	448
YDR034C-A	IV	520516	520692	-	177	18	16	30	18
YDL132W	IV	224304	226751	+	2448	2318	2824	1840	2577
YDR535C	IV;IV	1506606;1507315	1507058;1507362	-;-	501	108	80	90	82
YDR202C	IV	856898	857953	-	1056	442	529	492	435
YDL050C	IV	364446	364817	-	372	5	11	11	2
YDR524C-A	IV	1489871	1489990	-	120	0	0	0	0
YDL109C	IV	265258	267201	-	1944	449	386	401	422
YDR211W	IV	884727	886865	+	2139	2795	3456	2719	3182
YDR110W	IV	676102	677802	+	1701	716	1200	847	869
tG(CCC)D	IV	1257008	1257079	-	72	0	0	0	0
YDR274C	IV	1011589	1011960	-	372	279	441	209	228
YDR167W	IV	789449	790069	+	621	759	668	713	638
YDR156W	IV	769525	769938	+	414	612	559	393	341
YDL223C	IV	57265	60405	-	3141	507	571	510	518
YDR075W	IV	597156	598082	+	927	662	879	583	696
YDR039C	IV	531307	534582	-	3276	358	267	299	282
YDL088C	IV	298417	300003	-	1587	1478	1364	1060	1290
YDL129W	IV	231024	231899	+	876	445	418	391	304
YDL215C	IV	70640	73918	-	3279	10506	9196	8557	9644
YDR297W	IV	1056551	1057600	+	1050	3278	2776	2580	2492
YDR131C	IV	716790	718460	-	1671	357	482	381	398
YDR230W	IV	926223	926570	+	348	5	3	1	5
YDR348C	IV	1170326	1171825	-	1500	1602	1460	1327	1471
YDL169C	IV	158064	158735	-	672	111	94	76	84
YDR007W	IV	461842	462516	+	675	635	486	575	382
YDL195W	IV	107208	111029	+	3822	9712	7866	8369	9049
YDR263C	IV	994242	995534	-	1293	302	368	182	319
YDR220C	IV	907000	907293	-	294	65	61	36	44
YDR429C	IV	1324477	1325301	-	825	5462	4863	5191	5235
YDR119W-A	IV	691014	691214	+	201	312	183	110	155
YDR421W	IV	1312040	1314892	+	2853	745	889	618	761
YDL186W	IV	125616	126449	+	834	88	35	60	44
YDL198C	IV	103649	104551	-	903	1967	2098	1504	1594
YDL120W	IV	245923	246447	+	525	1833	1265	1351	1309
YDR379W	IV	1230167	1233196	+	3030	1027	1200	700	864
YDL029W	IV;IV	399340;399485	399361;400638	+;+	1176	5872	4681	5251	5308
YDR205W	IV	859346	861520	+	2175	1230	972	966	902
YDR094W	IV	635840	636175	+	336	0	0	0	0
YDR369C	IV	1215016	1217580	-	2565	321	659	268	501
YDR088C	IV	618497	619645	-	1149	244	398	158	260
YDR411C	IV	1293369	1294394	-	1026	1501	1151	1125	968
YDR441C	IV	1344517	1345062	-	546	1385	1125	1174	981
YDR446W	IV	1353725	1354633	+	909	48	43	39	36
YDL183C	IV	130871	131833	-	963	388	276	241	289
YDR194W-A	IV	848071	848223	+	153	0	3	0	0
YDR114C	IV	681924	682226	-	303	0	1	0	1
YDR442W	IV	1345647	1346039	+	393	10	8	11	14
tK(CUU)D2	IV	1352466	1352538	-	73	0	0	0	0
YDL059C	IV	344237	344953	-	717	141	171	132	102
YDR016C	IV	478474	478758	-	285	797	422	413	332
YDR430C	IV	1325501	1328470	-	2970	2671	3319	2588	3117
YDR366C	IV	1212438	1212836	-	399	15	27	11	11
YDR374W-A	IV	1224757	1225026	+	270	531	386	332	288
YDR293C	IV	1045640	1049392	-	3753	7478	6996	6654	7617
YDR459C	IV	1382319	1383443	-	1125	831	532	600	595
YDR022C	IV	488072	488662	-	591	256	201	192	171
YDR217C	IV	899551	903480	-	3930	961	1994	906	1107
YDR052C	IV	558511	560625	-	2115	685	1003	601	693
YDL027C	IV	403695	404957	-	1263	877	703	604	698
YDR104C	IV	661173	664910	-	3738	601	986	541	796
YDL136W	IV;IV	217600;218008	217602;218367	+;+	363	9073	5814	6159	5586
YDR248C	IV	957758	958339	-	582	553	657	534	637
YDR078C	IV	602198	602869	-	672	258	213	186	242
YDR068W	IV	583713	584645	+	933	220	556	187	283
YDL080C	IV	310642	312471	-	1830	1160	941	1024	1070
YDR461C-A	IV	1385524	1385766	-	243	343	264	223	204
YDR252W	IV	963412	963861	+	450	140	99	135	180
YDL046W	IV	371240	371761	+	522	3767	2553	2743	2508
YDR540C	IV	1517136	1517675	-	540	55	77	75	56
YDR181C	IV	825910	827355	-	1446	399	625	256	417
YDL200C	IV	100501	101067	-	567	362	264	240	323
YDR108W	IV	671269	673365	+	2097	727	715	648	735
YDR337W	IV	1146319	1147179	+	861	1126	1261	811	1094
YDR356W	IV	1186107	1188941	+	2835	651	1207	530	640
YDL235C	IV	33415	33918	-	504	1279	1429	1120	1115
YDR320W-B	IV	1108484	1108621	+	138	17	10	9	4
YDL245C	IV	11657	13360	-	1704	90	78	85	80
YDR170W-A	IV	803195	804517	+	1323	263	230	252	155
YDR210W-B	IV	872112	877425	+	5314	488	1092	409	637
